序号, 日期  ,时间 , 模块编号 ,通道, 传感器型号 , 传感器编号,数据1 ,单位1, 数据2 ,单位2,电阻值,温度,预警
313,2013-12-03,11:50,34212005,25,JMZX-XXXX,---,*,,*,,515,1.5,
314,2013-12-03,11:50,34212005,26,JMZX-XXXX,---,*,,*,,518,1.8,
315,2013-12-03,11:50,34212005,27,JMZX-XXXX,---,*,,*,,524,2.4,
316,2013-12-03,11:50,34212005,28,JMZX-XXXX,---,*,,*,,518,1.8,
317,2013-12-03,11:50,34212005,29,JMZX-XXXX,---,*,,*,,525,2.5,
318,2013-12-03,11:50,34212005,30,JMZX-XXXX,---,*,,*,,512,1.2,
319,2013-12-03,11:50,34212005,31,JMZX-XXXX,---,*,,*,,519,1.9,
320,2013-12-03,11:50,34212005,32,JMZX-XXXX,---,*,,*,,523,2.3,
321,2013-12-03,11:52,34212005,01,JMZX-XXXX,---,*,,*,,507,0.7,
322,2013-12-03,11:52,34212005,02,JMZX-XXXX,---,*,,*,,508,0.8,
323,2013-12-03,11:52,34212005,03,JMZX-XXXX,---,*,,*,,502,0.2,
324,2013-12-03,11:52,34212005,04,JMZX-XXXX,---,*,,*,,498,-0.2,
325,2013-12-03,11:52,34212005,05,JMZX-XXXX,---,*,,*,,506,0.6,
326,2013-12-03,11:52,34212005,06,JMZX-XXXX,---,*,,*,,506,0.6,
327,2013-12-03,11:52,34212005,07,JMZX-XXXX,---,*,,*,,515,1.5,
328,2013-12-03,11:52,34212005,08,JMZX-XXXX,---,*,,*,,502,0.2,
329,2013-12-03,11:52,34212005,09,JMZX-XXXX,---,*,,*,,502,0.2,
330,2013-12-03,11:52,34212005,10,JMZX-XXXX,---,*,,*,,516,1.6,
331,2013-12-03,11:52,34212005,11,JMZX-XXXX,---,*,,*,,505,0.5,
332,2013-12-03,11:52,34212005,12,JMZX-XXXX,---,*,,*,,513,1.3,
333,2013-12-03,11:52,34212005,13,JMZX-XXXX,---,*,,*,,513,1.3,
334,2013-12-03,11:52,34212005,14,JMZX-XXXX,---,*,,*,,520,2.0,
335,2013-12-03,11:52,34212005,15,JMZX-XXXX,---,*,,*,,502,0.2,
336,2013-12-03,11:52,34212005,16,JMZX-XXXX,---,*,,*,,503,0.3,
337,2013-12-03,11:52,34212005,17,JMZX-XXXX,---,*,,*,,506,0.6,
338,2013-12-03,11:52,34212005,18,JMZX-XXXX,---,*,,*,,516,1.6,
339,2013-12-03,11:52,34212005,19,JMZX-XXXX,---,*,,*,,506,0.6,
340,2013-12-03,11:52,34212005,20,JMZX-XXXX,---,*,,*,,509,0.9,
341,2013-12-03,11:52,34212005,21,JMZX-XXXX,---,*,,*,,510,1.0,
342,2013-12-03,11:52,34212005,22,JMZX-XXXX,---,*,,*,,506,0.6,
343,2013-12-03,11:52,34212005,23,JMZX-XXXX,---,*,,*,,516,1.6,
344,2013-12-03,11:52,34212005,24,JMZX-XXXX,---,*,,*,,513,1.3,
345,2013-12-03,11:52,34212005,25,JMZX-XXXX,---,*,,*,,507,0.7,
346,2013-12-03,11:52,34212005,26,JMZX-XXXX,---,*,,*,,509,0.9,
347,2013-12-03,11:52,34212005,27,JMZX-XXXX,---,*,,*,,516,1.6,
348,2013-12-03,11:52,34212005,28,JMZX-XXXX,---,*,,*,,510,1.0,
349,2013-12-03,11:52,34212005,29,JMZX-XXXX,---,*,,*,,517,1.7,
350,2013-12-03,11:52,34212005,30,JMZX-XXXX,---,*,,*,,505,0.5,
351,2013-12-03,11:52,34212005,31,JMZX-XXXX,---,*,,*,,512,1.2,
352,2013-12-03,11:52,34212005,32,JMZX-XXXX,---,*,,*,,517,1.7,
